level_0,level_1,level_2,root_kc,final_cluster
净种子,种子管理与研究,植物景观与设计,生物与环境设计,2
教育功能,教育功能,教育目的与功能,教育研究与实践,13
停车场种植,停车场种植,植物景观与设计,生物与环境设计,2
力矩平衡,力矩平衡,平衡理论,科学理论与方法,9
贸易盈余,贸易盈余,国际贸易与经济指标,经济体系与发展,16
买卖合同,合同法,合同法知识,法律与政治制度,10
互变异构,异构现象,性质与特性,化学与物理性质,8
需求个性化,个性化与文化适应,文化艺术,中东与中国历史政治研究,15
隐私权,隐私权,个人权利保护,法律与责任,6
汉宣帝,汉朝历史人物,中国历史,中东与中国历史政治研究,15
志愿军空军,中美军事冲突,中印军事冲突与地缘政治,中东与中国历史政治研究,15
AI技术,AI技术,多媒体与技术应用,教育研究与实践,13
酵母菌,酵母菌,发酵化学,化学与物理性质,8
对焦原理,摄影技术,多媒体与技术应用,教育研究与实践,13
财务质量分析,财务报表分析,分析方法,科学理论与方法,9
醛酮,有机化合物合成与结构,有机与无机化学知识,化学与物理性质,8
逆循环,循环机制,流体力学,科学理论与方法,9
构象异构,异构现象,性质与特性,化学与物理性质,8
α-羟基磺酸钠,有机酸和代谢紊乱,有机酸和代谢紊乱,化学与物理性质,8
连续函数定积分计算,积分理论,数学理论,科学理论与方法,9
战利品,战利品,战利品,经济学概念,11
Grignard试剂,有机合成试剂,有机与无机化学知识,化学与物理性质,8
秦二世,秦朝历史,秦朝历史,中东与中国历史政治研究,15
dna双链,DNA生物学,生物与地理科学,生物与自然科学,4
手性碳原子,手性碳原子,有机化学反应,化学与物理性质,8
教育目的功能,教育目的功能,教育目的与功能,教育研究与实践,13
曲线,曲线分析,曲线分析,科学理论与方法,9
教师专业化发展,教师专业发展,教育制度与发展,教育研究与实践,13
市场需求曲线,曲线分析,曲线分析,科学理论与方法,9
原发性高血压,心血管疾病风险因素,急救与应急管理,信息技术与管理,12
多值逻辑,逻辑学概论,逻辑学概论,科学理论与方法,9
显著性水平,性质,性质与特性,化学与物理性质,8
内部网,网络技术,多媒体与技术应用,教育研究与实践,13
第五次战役,中美军事冲突,中印军事冲突与地缘政治,中东与中国历史政治研究,15
字符设备,计算机设备与应用,多媒体与技术应用,教育研究与实践,13
词组精确检索,检索词汇,信息检索技术,教育研究与实践,13
体脂率测量方法,身体成分分析,分析方法,科学理论与方法,9
操作符,编程基础知识,编程知识,数据处理与编程知识,5
汉武帝时期杰出人物,汉朝历史人物,中国历史,中东与中国历史政治研究,15
材料屈服,材料屈服,材料科学与工程,生物与自然科学,4
教育学诞生,教育理论与实践,教育理论与实践,教育研究与实践,13
中国石油高校文化,中国石油文化,石油与能源产业,经济体系与发展,16
交叉流换热器,换热器类型,热交换与传热,热力学与化学反应,7
面向对象的程序设计,面向对象的程序设计,程序设计范式,数据处理与编程知识,5
火箭炮,火箭炮,军舰与火炮,生物与自然科学,4
正态分布的密度函数,正态分布的密度函数,概率分布函数,科学理论与方法,9
线性子空间,线性理论,数学理论,科学理论与方法,9
质点系,质点运动理论,化学理论,科学理论与方法,9
妊娠期,生殖与发育,生殖与发育,生物与环境设计,2
豆科种子成熟特征,种子管理与研究,植物景观与设计,生物与环境设计,2
二战,中东战争与冲突,中东战争与冲突,中东与中国历史政治研究,15
最优化法则,最优化法则,算法优化与分析,信息技术与管理,12
体积功,体积功,物理性质,化学与物理性质,8
传统植物文化,传统植物文化,植物景观与设计,生物与环境设计,2
否极泰来,否极泰来,性质与特性,化学与物理性质,8
运输合同,合同法,合同法知识,法律与政治制度,10
教育方针,教育方针,教育目的与功能,教育研究与实践,13
行列式的基本性质,行列式的基本性质,行列式知识,数据处理与编程知识,5
汉武帝,汉朝历史人物,中国历史,中东与中国历史政治研究,15
采样率,采样率,生长效率,经济学概念,11
构造函数,函数概念,函数概念,科学理论与方法,9
植物文化,植物文化,植物景观与设计,生物与环境设计,2
酸碱理论,酸碱理论,酸碱理论,科学理论与方法,9
湍流液膜,流体动力学,流体动力学,科学理论与方法,9
草履虫,草履虫,植物景观与设计,生物与环境设计,2
课程定义,课程理论与实践,课程理论与实践,教育研究与实践,13
魏国国君,秦朝历史,秦朝历史,中东与中国历史政治研究,15
种子保存时间,种子管理与研究,植物景观与设计,生物与环境设计,2
三大经济圈,三大经济圈,区域经济圈,经济体系与发展,16
独家新闻,新闻传播与实践,课程理论与实践,教育研究与实践,13
禾本科牧草种子,牧草种子知识,植物景观与设计,生物与环境设计,2
社会主义市场经济体制,中国经济体制改革,中国历史改革与革命,中东与中国历史政治研究,15
官僚资本主义,资本主义理论,经济理论概述,科学理论与方法,9
专制,国家与阶级关系,社会与政治关系,中东与中国历史政治研究,15
刘邦落草,汉朝历史人物,中国历史,中东与中国历史政治研究,15
新型虚拟货币,虚拟货币,货币类型,类型分类,1
总需求,经济理论,经济理论概述,科学理论与方法,9
插入排序,插入排序,排序算法,信息技术与管理,12
计划,计划,规划与设计,生物与环境设计,2
加权残值法,加权残值法,线性代数解法,科学理论与方法,9
主动性,积极心理学,心理学理论,科学理论与方法,9
意外伤害,灾害与突发事件,急救与应急管理,信息技术与管理,12
射流冲击传热,传热机制,传热学概念,热力学与化学反应,7
自然人姓名权,自然人姓名权,个人权利保护,法律与责任,6
假命题,命题理论,数学理论,科学理论与方法,9
代理权,物权与权利,物权法律关系,法律与政治制度,10
堆排序算法,算法,算法优化与分析,信息技术与管理,12
电子仪器仪表,电子学,运算放大器与电路设计,信息技术与管理,12
稳定性,性质,性质与特性,化学与物理性质,8
神经网络,神经网络,神经生物学,生物与自然科学,4
排序算法,算法,算法优化与分析,信息技术与管理,12
化学性质,化学概念,有机与无机化学知识,化学与物理性质,8
耐久性,性质,性质与特性,化学与物理性质,8
负面偏差,偏差与异常分析,偏差与异常分析,科学理论与方法,9
常量赋值,常量赋值,常量赋值,科学理论与方法,9
经济不协调,经济不协调,经济发展与增长,经济体系与发展,16
行为科学,行为科学,行为科学,生物与自然科学,4
学习器,学习器,学习资源与学习者,教育研究与实践,13
经济增长,经济增长,经济发展与增长,经济体系与发展,16
地震,灾害与突发事件,急救与应急管理,信息技术与管理,12
粘性系数,粘性系数,流体物理性质,化学与物理性质,8
命题形式,命题理论,数学理论,科学理论与方法,9
多媒体组合教学,多媒体组合教学,多媒体组合教学,教育研究与实践,13
应收账款周转率,应收账款周转率,应收账款周转率,经济学概念,11
WebofScience,学术资源平台,学术资源平台,教育研究与实践,13
泊松定理,物理定律与定理,物理定律与定理,科学理论与方法,9
数据仓库系统,数据管理系统,数据管理与处理,信息技术与管理,12
拟合优度检验,实验设计与样本分析,实验设计与样本分析,信息技术与管理,12
汇率,通货膨胀与汇率,货币与金融市场,经济体系与发展,16
和合文化,中国文化概念,中国文化概念,中东与中国历史政治研究,15
进程,进程管理,计算机系统管理,信息技术与管理,12
恶性肿瘤,癌症类型,泌尿系统与代谢疾病,生物与环境设计,2
系统进程,进程管理,计算机系统管理,信息技术与管理,12
集中参数法,集中参数法,集中参数法,科学理论与方法,9
免费注册,免费注册,服务平台管理,信息技术与管理,12
军委主席,军委主席,军事历史与组织,中东与中国历史政治研究,15
边界层,边界层理论,数学理论,科学理论与方法,9
应激性溃疡,应激性溃疡,应激性溃疡,热力学与化学反应,7
再灌注,金属加工与表面处理,材料科学与工程,生物与自然科学,4
接触热阻,传热机制,传热学概念,热力学与化学反应,7
红黑树,红黑树,植物景观与设计,生物与环境设计,2
进口值,进口值,国际贸易与经济指标,经济体系与发展,16
漫灰表面,金属加工与表面处理,材料科学与工程,生物与自然科学,4
资本主义生产关系,资本主义理论,经济理论概述,科学理论与方法,9
茶树,茶文化,文化艺术,中东与中国历史政治研究,15
分子和热学动理论,分子和热学动理论,热力学理论,科学理论与方法,9
凯恩斯模型,模型理论,数学理论,科学理论与方法,9
等离子体,离子化学,有机与无机化学知识,化学与物理性质,8
二氧化碳,有机化合物合成与结构,有机与无机化学知识,化学与物理性质,8
二苯甲烷,有机化合物合成与结构,有机与无机化学知识,化学与物理性质,8
酰氯,无机化学化合物,有机与无机化学知识,化学与物理性质,8
巨型建筑,建筑环境设计,建筑环境与生态设计,生物与环境设计,2
核函数的选择,核函数的选择,函数理论,科学理论与方法,9
学记,学记,学习资源与学习者,教育研究与实践,13
中国绘画,中国绘画,中国绘画,中东与中国历史政治研究,15
条件性,条件性,性质与特性,化学与物理性质,8
产品价值分析,产品价值分析,分析方法,科学理论与方法,9
字符串函数,字符串函数,字符串函数,科学理论与方法,9
活化能,活化能,化学能量与反应,化学与物理性质,8
LinkedIn,学术资源平台,学术资源平台,教育研究与实践,13
